;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregación 2;Nacional;Nacional Urbano-Rural;Área;Nacional Urbano;Nacional Rural;Provincial;Azuay;Bolívar;Cañar;Carchi;Cotopaxi;Chimborazo;El Oro;Esmeraldas;Guayas;Imbabura;Loja;Los Ríos;Manabí;Morona Santiago;Napo;Pastaza;Pichincha;Tungurahua;Zamora Chinchipe;Galápagos;Sucumbíos;Orellana;Santo Domingo de los Tsáchilas;Santa Elena;Amazonía;Dominios;Quito;Guayaquil;Cuenca;Machala;Ambato;Resto sierra urbano;Resto costa urbano;Amazonía urbano;Sexo;Hombre;Mujer;Edad;Entre 15 y 24 años;Entre 25 y 34 años;Entre 35 y 44 años;Entre 45 y 64 años;65 años y más ;Etnia;Indígena;Afro ecuatoriano;Mestizo/a;Blanco;Montubio;Otro Cuál?;
jun-17;Población Económicamente Inactiva;;3.708.856;;2.836.777;872.079;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;526.808;610.411;108.057;71.521;44.538;549.502;860.107;65.832;;1.100.918;2.607.938;;1.655.407;435.320;339.557;581.774;696.798;;114.543;150.789;3.211.347;65.584;162.440;4.154;
sep-17;Población Total ;;16.838.460;;11.471.519;5.366.940;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.895.207;2.555.838;390.670;264.266;188.072;2.287.234;3.560.943;329.289;;8.307.046;8.531.414;;3.050.779;2.520.296;2.173.925;2.903.109;1.231.454;;1.165.574;799.341;12.421.594;226.923;662.420;9.455;
sep-17;Población menor de 15 años;;4.958.896;;3.193.260;1.765.636;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;487.922;706.319;105.734;74.187;45.839;617.892;1.049.880;105.488;;2.552.142;2.406.755;;0;0;0;0;0;;333.729;201.474;2.712.264;30.430;125.533;2.314;
sep-17;Población en Edad de Trabajar (PET);;11.879.564;;8.278.259;3.601.305;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.407.285;1.849.519;284.936;190.079;142.233;1.669.342;2.511.064;223.801;;5.754.904;6.124.659;;3.050.779;2.520.296;2.173.925;2.903.109;1.231.454;;831.844;597.868;9.709.330;196.493;536.888;7.141;
sep-17;Población Económicamente Activa;;8.181.049;;5.467.380;2.713.668;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;876.289;1.240.465;182.253;127.771;97.640;1.130.413;1.658.512;154.037;;4.682.508;3.498.541;;1.420.290;2.055.024;1.852.551;2.330.426;522.757;;693.457;379.811;6.588.360;139.470;373.774;6.175;
sep-17;Empleo;;7.842.471;;5.174.135;2.668.336;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;807.557;1.183.468;173.800;122.122;92.977;1.069.415;1.583.257;141.539;;4.534.042;3.308.429;;1.288.462;1.949.143;1.803.515;2.281.880;519.472;;686.451;349.650;6.308.214;134.876;357.104;6.175;
sep-17;Empleo Adecuado/Pleno;;3.303.565;;2.662.423;641.142;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;582.241;593.572;111.815;55.769;53.046;522.046;671.664;72.270;;2.228.299;1.075.265;;304.144;1.006.450;929.531;978.164;85.275;;127.852;155.166;2.863.994;55.589;97.603;3.360;
sep-17;Subempleo;;1.679.858;;1.054.659;625.199;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;65.883;298.731;18.302;28.358;14.613;196.803;402.847;29.121;;966.904;712.954;;351.134;425.889;379.728;467.987;55.120;;130.997;91.536;1.319.694;26.709;110.088;834;
sep-17;Subempleo por insuficiencia de tiempo de trabajo;;1.330.167;;853.227;476.940;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;49.620;249.108;15.304;24.787;11.018;153.632;325.119;24.639;;698.811;631.356;;285.092;335.673;293.429;367.623;48.350;;93.291;75.381;1.046.416;19.757;94.487;834;
sep-17;Subempleo por insuficiencia de ingresos;;349.691;;201.432;148.259;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;16.263;49.623;2.998;3.571;3.595;43.172;77.728;4.482;;268.094;81.598;;66.042;90.216;86.299;100.365;6.769;;37.706;16.155;273.278;6.951;15.600;0;
sep-17;Empleo no remunerado;;823.329;;286.111;537.218;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;31.144;46.320;10.660;7.244;8.416;84.483;85.866;11.978;;269.057;554.273;;345.170;129.252;112.773;174.392;61.741;;204.982;19.597;548.765;10.669;38.168;1.148;
sep-17;Otro Empleo no pleno;;2.020.779;;1.156.589;864.190;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;125.984;239.901;33.023;30.750;16.717;260.892;421.316;28.007;;1.059.177;961.603;;287.532;384.508;378.531;654.705;315.502;;222.360;82.740;1.562.840;41.535;110.471;834;
sep-17;Empleo no clasificado;;14.940;;14.354;586;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;2.306;4.944;0;0;185;5.191;1.564;163;;10.605;4.334;;480;3.044;2.952;6.631;1.833;;259;612;12.921;374;774;0;
sep-17;Desempleo;;338.577;;293.245;45.333;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;68.732;56.997;8.453;5.649;4.663;60.998;75.255;12.498;;148.466;190.112;;131.828;105.881;49.036;48.546;3.285;;7.006;30.161;280.146;4.594;16.670;0;
sep-17;Desempleo Abierto;;296.327;;260.861;35.465;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;66.039;53.578;7.510;5.225;3.997;52.966;61.542;10.004;;132.990;163.337;;113.627;99.794;43.400;36.868;2.638;;5.867;26.859;245.311;3.274;15.016;0;
sep-17;Desempleo Oculto;;42.251;;32.383;9.867;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;2.693;3.418;943;424;666;8.031;13.713;2.494;;15.476;26.775;;18.201;6.087;5.637;11.678;647;;1.139;3.302;34.835;1.320;1.654;0;
sep-17;Desempleo Cesante;;258.848;;227.740;31.108;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;56.055;49.822;6.212;4.447;3.581;42.795;56.641;8.188;;117.554;141.293;;76.178;91.757;44.242;43.666;3.005;;4.678;26.028;210.683;3.905;13.554;0;
sep-17;Desempleo Nuevo;;79.730;;65.505;14.225;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;12.677;7.175;2.242;1.202;1.082;18.203;18.614;4.311;;30.911;48.818;;55.650;14.124;4.794;4.881;280;;2.328;4.133;69.463;689;3.116;0;
sep-17;Población Económicamente Inactiva;;3.698.515;;2.810.879;887.636;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;530.996;609.054;102.683;62.308;44.593;538.929;852.552;69.764;;1.072.396;2.626.119;;1.630.489;465.272;321.374;572.683;708.697;;138.387;218.056;3.120.970;57.023;163.113;965;
